"","var","n","wt","dev","yval","complexity","ncompete","nsurrogate","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.","yval2.nodeprob"
"1","Petal.Length",100,100,51,3,0.50980392,3,3, 3.00000000,26.00000000,25.00000000,49.00000000, 0.26000000, 0.25000000, 0.49000000, 1.00000000
"2","Petal.Length", 48, 48,22,1,0.43137255,3,3, 1.00000000,26.00000000,22.00000000, 0.00000000, 0.54166667, 0.45833333, 0.00000000, 0.48000000
"4","<leaf>", 26, 26, 0,1,0.00000000,0,0, 1.00000000,26.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 0.26000000
"5","<leaf>", 22, 22, 0,2,0.00000000,0,0, 2.00000000, 0.00000000,22.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.22000000
"3","Petal.Width", 52, 52, 3,3,0.01470588,3,0, 3.00000000, 0.00000000, 3.00000000,49.00000000, 0.00000000, 0.05769231, 0.94230769, 0.52000000
"6","Sepal.Length",  6,  6, 3,2,0.01470588,3,0, 2.00000000, 0.00000000, 3.00000000, 3.00000000, 0.00000000, 0.50000000, 0.50000000, 0.06000000
"12","Sepal.Length",  5,  5, 2,2,0.01470588,3,2, 2.00000000, 0.00000000, 3.00000000, 2.00000000, 0.00000000, 0.60000000, 0.40000000, 0.05000000
"24","<leaf>",  2,  2, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.02000000
"25","Petal.Width",  3,  3, 1,3,0.01470588,3,0, 3.00000000, 0.00000000, 1.00000000, 2.00000000, 0.00000000, 0.33333333, 0.66666667, 0.03000000
"50","<leaf>",  1,  1, 0,2,0.00000000,0,0, 2.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.01000000
"51","<leaf>",  2,  2, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 2.00000000, 0.00000000, 0.00000000, 1.00000000, 0.02000000
"13","<leaf>",  1,  1, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000, 1.00000000, 0.00000000, 0.00000000, 1.00000000, 0.01000000
"7","<leaf>", 46, 46, 0,3,0.00000000,0,0, 3.00000000, 0.00000000, 0.00000000,46.00000000, 0.00000000, 0.00000000, 1.00000000, 0.46000000
